Fid,Datesk,Item_Name,Departure_Date,From_Source,To_Destination,Logistics_Name,Temp,Oxygen,Carbon_Dioxide,ethylene,damage_due_to_vibration,Humidity,Label
10.42.0.211-10.42.0.1-50765-53-17,20210107,Cluster Bean Local,07-01-21,Kannauj,Pushkar,Check Logistics,23.9,64.07,NA,0.88,No,54,0
172.217.6.200-10.42.0.211-443-43828-6,20210107,Capsicum,07-01-21,Kanpur,Sawai Madhopur,Circle Logistics,25.8,40.47,NA,0.95,Yes,62,1
172.217.3.106-10.42.0.211-443-48544-6,20210107,Mango Sendura,07-01-21,Lakhimpur,Shahpura,Clipper America Inc.,20.9,51.06,NA,0.2,No,74,0
10.42.0.211-10.42.0.1-25841-53-17,20210107,Mango Bygan palli,07-01-21,Lalitpur,Sikar,DeGroot Logistics,23.1,29.12,NA,0.23,No,69,0
10.42.0.211-10.42.0.1-20696-53-17,20210107,Mango malagova,07-01-21,Lucknow,Sirohi,Blue Grace Logistics,22.4,79.94,0.25,0.14,No,63,0
219.142.78.162-10.42.0.211-80-49169-6,20210107,Mango mallika,07-01-21,Mainpuri,Gangtok,Brisk Shipping,20.2,44.62,0.48,0.44,Yes,86,1
10.42.0.1-10.42.0.42-53-7509-17,20210107,Mango thotapuri,07-01-21,Mathura,Gyalshing,Check Logistics,22.6,24.35,0.5,39.22,No,73,0
10.42.0.211-66.231.239.110-54531-443-6,20210107,Mango kalapadu,07-01-21,Meerut,Lachung,Circle Logistics,25.2,29.05,0.46,28.37,No,66,0
10.42.0.151-52.2.229.30-50811-443-6,20210107,Mango Neelam,07-01-21,Mirzapur-Vindhyachal,Mangan,Clipper America Inc.,20.8,62.01,0.41,35.84,No,76,0
10.42.0.211-10.42.0.1-48001-53-17,20210107,Mango Dasheri,07-01-21,Moradabad,Arcot,DeGroot Logistics,22.2,64.58,0.34,53.89,No,79,0
172.217.11.2-10.42.0.211-443-34919-6,20210107,Mango Langada,07-01-21,Muzaffarnagar,Chengalpattu,Edge Logistics,23.7,82.13,0.36,48.64,No,67,0
10.42.0.211-23.217.155.120-35941-80-6,20210107,Mango Kesar,07-01-21,Partapgarh,Chennai,Express Lane Transportation,23.2,105.09,0.29,,Yes,55,1
10.42.0.211-98.139.199.205-51191-443-6,20210107,Mango Amarpalli,07-01-21,Almora,Chidambaram,Flare Logistics Trucking Inc.,23.2,100.6,0.32,,Yes,61,1
172.217.10.1-10.42.0.211-443-41456-6,20210107,Mango rathnagiri(red),07-01-21,Dehra Dun,Coimbatore,Forward Air,23.8,79.11,0.57,,Yes,65,1
10.42.0.211-120.55.198.206-50737-80-6,20210107,Mango Alphans box,07-01-21,Haridwar,Cuddalore,Fresh Logistic,21.8,57.54,0.43,21.16,Yes,74,1
183.136.237.235-10.42.0.211-80-42136-6,20210107,Mango sakkaregutti,07-01-21,Mussoorie,Dharmapuri,Go Movers,21.6,77.6,0.32,16.54,No,60,0
172.217.10.65-10.42.0.42-443-33665-6,20210107,Orange,07-01-21,Nainital,Dindigul,Horizon Moving & Logistics,20.1,100.25,0.4,6.66,Yes,71,1
10.42.0.211-112.80.248.187-55545-80-6,20210107,Orange Nagpura,07-01-21,Pithoragarh,Erode,Hub Group Trucking,19.6,126.43,0.38,4.24,Yes,76,1
182.22.24.124-10.42.0.211-443-33030-6,20210107,Orange Ooty,07-01-21,Alipore,Kanchipuram,In Switch,20.7,44.58,0.51,1.84,No,65,0
239.255.255.250-10.42.0.1-1900-57667-17,20210107,Orange Australia,07-01-21,Alipur Duar,Kanniyakumari,King Courier,19.4,65.87,0.42,,No,94,0
10.42.0.211-52.84.40.205-47597-443-6,20210107,Tomoto,07-01-21,Asansol,Kodaikanal,Fresh Logistic,16.6,63.95,0.32,,No,54,0
10.42.0.211-31.13.80.52-33903-80-6,20210107,Thogari kai,07-01-21,Baharampur,Kumbakonam,Go Movers,19.8,72.26,0.4,,Yes,59,1
10.42.0.211-106.11.15.99-34808-443-6,20210107,Mango Raw Amblet,07-01-21,Bally,Madurai,Horizon Moving & Logistics,17.6,60.03,0.46,,Yes,51,1
172.217.12.174-10.42.0.42-443-56202-6,20210107,Mango Raw,07-01-21,Balurghat,Mamallapuram,Hub Group Trucking,15.7,46.41,0.49,,Yes,40,1
172.217.12.142-10.42.0.151-443-44082-6,20210107,Capsicum 1,07-01-21,Bankura,Nagappattinam,In Switch,14.7,46.96,0.79,,No,55,0
10.42.0.211-72.21.206.141-53418-443-6,20210107,Capsicum Red/Yellow,07-01-21,Baranagar,Nagercoil,King Courier,15,36.27,0.61,,Yes,74,1
180.163.255.159-10.42.0.211-80-55368-6,20210107,Chillies Green,07-01-21,Barasat,Palayamkottai,Lynden Transport,16.2,47.71,0.55,,No,70,0
10.42.0.42-106.39.169.66-57119-80-6,20210107,Chillies Bajji,07-01-21,Barrackpore,Pudukkottai,Max Move,17.6,62.14,1.13,,No,64,0
10.42.0.151-112.80.248.187-50576-80-6,20210107,Chillies Cleaned,07-01-21,Basirhat,Hyderabad,National Transportation Logistics,17.1,61.1,0.75,,Yes,65,1
10.42.0.211-106.39.162.36-60732-80-6,20210107,Chillies small (C.B.P),07-01-21,Bhatpara,Karimnagar,New Motion Shipper,15,59.68,0.98,,Yes,58,1
10.42.0.42-64.71.142.125-54720-443-6,20210107,Carrot ooty,07-01-21,Bishnupur,Khammam,Horizon Moving & Logistics,15.8,52.83,0.46,,Yes,58,1
182.22.24.124-10.42.0.211-443-33057-6,20210107,Carrot Delhi,07-01-21,Budge Budge,Mahbubnagar,Hub Group Trucking,16.9,54.36,0.84,,Yes,49,1
10.42.0.151-10.42.0.1-47070-53-17,20210107,Carrot Nati,07-01-21,Burdwan,Nizamabad,In Switch,15.3,62.58,1.02,,Yes,68,1
10.42.0.211-52.84.134.157-46418-443-6,20210107,Cowpea Local,07-01-21,Chandernagore,Sangareddi,King Courier,19.8,62.72,1.01,0.23,No,51,0
172.217.12.206-10.42.0.151-443-53090-6,20210107,Cowpea Long,07-01-21,Darjeeling,Warangal,Lynden Transport,14.8,68.32,0.81,0.38,Yes,61,1
10.42.0.151-104.80.206.171-36915-443-6,20210107,Coconut (B),07-01-21,Diamond Harbour,Agra,Max Move,16.8,63.17,1.05,0.41,No,63,0
10.42.0.211-104.192.108.27-36464-80-6,20210107,Coconut (M),07-01-21,Ranchi,Aligarh,National Transportation Logistics,20.1,64.6,1,0.4,No,78,0
10.42.0.211-121.12.98.85-59747-80-6,20210107,Coconut (S),07-01-21,Saraikela,Amroha,New Motion Shipper,16.6,50.27,0.55,0.43,No,78,0
202.77.129.150-10.42.0.211-80-57105-6,20210107,Coconut (OS),07-01-21,Badami,Ayodhya,Omni Logistics,18.7,50.39,0.52,0.36,No,57,0
10.42.0.151-50.18.251.157-33534-443-6,20210107,Cabbage,07-01-21,Ballari,Azamgarh,Pack ‘n’ Send,15.8,43.4,0.57,0.38,No,52,0
172.217.3.99-10.42.0.151-443-57144-6,20210107,Cabbage Red,07-01-21,Bengaluru,Bahraich,Parcel Logistics,16.4,40.44,0.61,0.48,Yes,61,1
10.42.0.151-64.34.226.86-58876-443-6,20210107,Cabbage chaina,07-01-21,Belagavi,Ballia,King Courier,22,48,0.38,0.4,No,61,0
172.217.10.227-10.42.0.151-443-53096-6,20210107,Cauliflower(B),07-01-21,Bhadravati,Banda,Lynden Transport,16.1,61.59,0.41,0.39,Yes,75,1
10.42.0.151-31.13.80.5-38499-443-6,20210107,Copra,07-01-21,Bidar,Bara Banki,Max Move,13.1,46.14,0.51,0.34,Yes,70,1
10.42.0.211-98.139.180.149-49449-80-6,20210107,Honney 1/2,07-01-21,Chikkamagaluru,Bareilly,National Transportation Logistics,12.9,53.13,0.52,0.32,No,58,0
198.11.136.21-10.42.0.151-443-55048-6,20210107,Honney 1 Kg,07-01-21,Chitradurga,Basti,New Motion Shipper,12.2,44.36,0.4,0.32,No,72,0
172.217.10.110-10.42.0.151-443-36057-6,20210107,Honney 200 gm,07-01-21,Davangere,Bijnor,Omni Logistics,10.1,47.28,0.41,0.29,No,76,0
10.42.0.151-10.42.0.1-61382-53-17,20210107,Honney 100 gm,07-01-21,Halebid,Bithur,Pack ‘n’ Send,11.6,44.77,0.33,0.3,Yes,63,1
10.42.0.211-23.208.26.242-36317-443-6,20210107,Gulkan 1 kg,07-01-21,Hassan,Budaun,Parcel Logistics,12.5,37.35,0.63,0.32,No,70,0
10.42.0.42-104.97.95.172-47382-80-6,20210107,Gulkan 1/2 kg,07-01-21,Hubballi-Dharwad,Bulandshahr,Blue Grace Logistics,13.7,65.23,0.37,0.29,No,65,0
10.42.0.211-10.42.0.1-21114-53-17,20210107,Gulkan 1/4 kg,07-01-21,Kalaburagi,Deoria,Brisk Shipping,15.1,54.03,0.46,0.26,Yes,61,1
10.42.0.151-10.42.0.1-59418-53-17,20210107,Cluster Beans Bunches,07-01-21,Kolar,Etah,Check Logistics,21.3,61.43,0.37,0.28,Yes,57,1
203.205.151.47-10.42.0.211-80-58306-6,20210107,Cucumber white,07-01-21,Madikeri,Etawah,Circle Logistics,12.7,53.27,0.36,0.24,Yes,53,1
151.101.129.140-10.42.0.151-443-57669-6,20210107,Kashini (Ganike) Greens,07-01-21,Mandya,Faizabad,Clipper America Inc.,16.3,54.84,0.39,0.35,Yes,57,1
180.149.136.194-10.42.0.42-80-49369-6,20210107,Sweet corn seeds,07-01-21,Alappuzha,Farrukhabad-cum-Fatehgarh,Max Move,17.9,37.76,0.64,0.28,No,85,0
10.42.0.151-103.43.91.11-46664-443-6,20210107,Bale hoovu(B.flower),07-01-21,Vatakara,Fatehpur,National Transportation Logistics,15.6,30.33,0.16,0.26,No,68,0
10.42.0.211-66.198.24.243-45780-80-6,20210107,Jukani,07-01-21,Idukki,Jalaun,New Motion Shipper,14.2,21.63,0.4,0.22,No,83,0
10.42.0.151-10.42.0.1-60210-53-17,20210107,Banana cooking R.Banana,07-01-21,Kannur,Jaunpur,Omni Logistics,14.6,19.52,0.31,0.2,No,63,0
203.205.151.47-10.42.0.151-80-37889-6,20210107,Avarekai (Field Beans ),07-01-21,Kochi,Jhansi,Pack ‘n’ Send,14.6,20.89,0.3,0.23,Yes,53,1
219.142.78.217-10.42.0.211-80-51863-6,20210107,Grapes T.S.,07-01-21,Kollam,Kannauj,Parcel Logistics,15.2,25.38,0.44,0.21,No,59,0
172.217.10.106-10.42.0.42-443-47041-6,20210107,Herali kai,07-01-21,Kottayam,Kanpur,Blue Grace Logistics,16,28.24,0.47,0.21,Yes,66,1
217.69.136.175-10.42.0.211-443-42209-6,20210107,Ladys finger,07-01-21,Kozhikode,Lakhimpur,Brisk Shipping,16.3,32.3,0.42,0.22,Yes,67,1
10.42.0.211-10.42.0.1-5136-53-17,20210107,Little gourd,07-01-21,Mattancheri,Lalitpur,Check Logistics,15.4,24.28,0.5,0.19,No,64,0
10.42.0.211-69.147.82.60-37920-443-6,20210107,Lime Local,07-01-21,Palakkad,Lucknow,Circle Logistics,14.1,32.73,0.69,0.19,No,77,0
183.79.250.123-10.42.0.211-443-36975-6,20210107,Grapes Red globe,07-01-21,Thalassery,Mainpuri,Clipper America Inc.,16.1,31.82,0.38,0.18,No,85,0
206.126.112.142-10.42.0.151-443-43894-6,20210107,Grapes Dry 250gm,07-01-21,Thiruvananthapuram,Mathura,DeGroot Logistics,16.3,34.5,0.47,0.24,Yes,86,1
172.217.6.196-10.42.0.211-443-46871-6,20210107,Grapes Dry 100gm,07-01-21,Balaghat,Meerut,Blue Grace Logistics,15.8,28.85,0.47,0.21,Yes,82,1
222.73.28.96-10.42.0.211-80-56967-6,20210107,Lime Bijapur,07-01-21,Barwani,Mirzapur-Vindhyachal,Hub Group Trucking,17.5,26.08,0.62,0.16,Yes,94,1
10.42.0.42-101.226.161.228-51412-80-6,20210107,Mushroom Button,07-01-21,Betul,Moradabad,In Switch,12.6,27.44,0.55,0.16,Yes,71,1
172.217.10.78-10.42.0.151-443-50756-6,20210107,Mushroom Milky,07-01-21,Bharhut,Muzaffarnagar,King Courier,13.1,29.93,0.57,0.13,Yes,45,1
180.149.134.141-10.42.0.211-80-54764-6,20210107,Cauliflower(M),07-01-21,Bhind,Partapgarh,Lynden Transport,15.3,27.33,0.49,0.2,Yes,51,1
10.42.0.151-54.192.38.18-45587-443-6,20210107,Cauliflower(S),07-01-21,Bhojpur,Almora,Max Move,15.8,25.7,0.44,0.16,Yes,63,1
10.42.0.211-10.42.0.1-17050-53-17,20210107,Cauliflower per Kg,07-01-21,Bhopal,Dehra Dun,National Transportation Logistics,15.2,31.12,0.54,0.13,Yes,83,1
216.58.219.202-10.42.0.211-443-56493-6,20210107,Cherry Tomoto,07-01-21,Burhanpur,Haridwar,New Motion Shipper,16,23.43,0.47,0.16,Yes,94,1
10.42.0.211-104.244.42.129-36285-80-6,20210107,Drumstik,07-01-21,Chhatarpur,Mussoorie,Horizon Moving & Logistics,12.8,29.91,0.34,0.12,Yes,97,1
10.42.0.151-106.39.169.66-44469-80-6,20210107,Double Beans seeds,07-01-21,Chhindwara,Nainital,Hub Group Trucking,9.2,28.73,0.43,0.13,No,100,0
169.47.5.240-10.42.0.211-5222-35160-6,20210107,Double Beans,07-01-21,Damoh,Pithoragarh,In Switch,11.2,26.4,0.5,0.13,Yes,78,1
10.42.0.211-106.39.162.36-47961-80-6,20210107,Ground nut Local,07-01-21,Datia,Alipore,King Courier,11.1,30.57,0.38,0.12,Yes,77,1
172.217.10.46-10.42.0.151-443-36587-6,20210107,Ground nut Hybrid,07-01-21,Dewas,Alipur Duar,Lynden Transport,11.5,17.6,0.95,0.2,Yes,70,1
172.217.9.227-10.42.0.42-443-41215-6,20210107,Ginger,07-01-21,Dhar,Asansol,Max Move,11.4,30.9,0.42,0.16,No,74,0
172.217.12.138-10.42.0.211-443-39661-6,20210107,Ginger New,07-01-21,Dr. Ambedkar Nagar (Mhow),Baharampur,National Transportation Logistics,13.5,22.14,0.8,0.11,No,71,0
209.85.144.188-10.42.0.151-5228-53129-6,20210107,Garlic,07-01-21,Guna,Bally,New Motion Shipper,11.7,20.11,0.44,0.11,Yes,84,1
172.217.7.10-10.42.0.211-443-39580-6,20210107,Garlic cleaned,07-01-21,Gwalior,Balurghat,Omni Logistics,13.5,18.28,0.42,0.12,Yes,85,1
10.42.0.1-10.42.0.42-53-35219-17,20210107,Chikadi kai,07-01-21,Maheshwar,Bankura,Pack ‘n’ Send,12.4,21.17,0.39,0.12,Yes,80,1
203.130.53.126-10.42.0.211-80-53586-6,20210107,knol-khol,07-01-21,Mandla,Baranagar,Parcel Logistics,11.9,14.62,0.59,0.07,No,86,0
10.42.0.211-10.42.0.1-39080-53-17,20210107,Arive greens,07-01-21,Mandsaur,Barasat,King Courier,9.1,14.52,0.77,0,Yes,73,1
174.129.32.118-10.42.0.211-443-38717-6,20210107,Eggs,07-01-21,Morena,Barrackpore,Lynden Transport,9.7,12.29,0.92,0.04,Yes,84,1
183.79.215.136-10.42.0.151-443-54232-6,20210107,Chakota greens,07-01-21,Murwara,Basirhat,Max Move,10.1,16.01,0.88,0.05,No,74,0
216.58.219.195-10.42.0.151-443-52417-6,20210107,Onion pack,07-01-21,Narsimhapur,Bhatpara,National Transportation Logistics,11.8,14.12,0.88,0.1,No,91,0
10.42.0.211-10.42.0.1-16765-53-17,20210107,Potato pack,07-01-21,Narsinghgarh,Bishnupur,New Motion Shipper,10.6,21.01,0.95,0.1,Yes,87,1
10.42.0.151-54.192.37.227-57323-443-6,20210107,Chilakarive green,07-01-21,Narwar,Budge Budge,Omni Logistics,12.4,26.34,0.96,0.1,Yes,97,1
172.217.9.238-10.42.0.151-443-42135-6,20210107,Chillies Bajji yagani,07-01-21,Neemuch,Burdwan,Pack ‘n’ Send,12.2,28.28,0.86,0.1,No,91,0
10.42.0.151-10.42.0.1-28749-53-17,20210107,Baby corn,07-01-21,Nowgong,Chandernagore,Parcel Logistics,6.1,22.3,1.03,0.1,No,79,0
202.77.129.150-10.42.0.211-80-57107-6,20210107,Baby corn cleaned,07-01-21,Orchha,Darjeeling,Blue Grace Logistics,7.6,18.45,0.99,0.17,Yes,84,1
172.217.10.74-10.42.0.211-443-48545-6,20210107,Berry Southafrica,07-01-21,Panna,Diamond Harbour,Brisk Shipping,6,24.93,1.2,0.12,Yes,100,1
172.217.11.10-10.42.0.151-443-48688-6,20210107,Berry Golden,07-01-21,Raisen,Ahmadabad,Check Logistics,8.8,17.77,1.08,0.09,No,86,0
10.42.0.211-23.192.66.41-46728-80-6,20210107,Berry ball,07-01-21,Rajgarh,Amreli,Circle Logistics,8.6,33.9,0.74,0.1,No,99,0
10.42.0.211-98.139.225.43-47394-443-6,20210107,Berry Green,07-01-21,Ratlam,Bharuch,Clipper America Inc.,6.6,23.34,1.36,0.1,No,99,0
192.229.173.173-10.42.0.211-443-43642-6,20210107,Apple Premium,07-01-21,Rewa,Bhavnagar,Max Move,10.4,22.54,1.1,0.1,No,95,0
10.42.0.151-10.42.0.1-4769-53-17,20210107,Malenian apple,07-01-21,Sagar,Bhuj,National Transportation Logistics,14.9,22.85,0.95,0.1,Yes,89,1
10.42.0.211-121.12.98.63-46633-80-6,20210107,Nagapur Orange Economy,07-01-21,Sarangpur,Dwarka,New Motion Shipper,11.5,20.67,0.87,0.1,No,85,0
10.42.0.151-23.208.168.108-35034-443-6,20210107,South Af.red berry,07-01-21,Ahmadnagar,Gandhinagar,Omni Logistics,12.5,24.54,0.95,0.09,No,61,0
10.42.0.151-103.235.46.212-55212-443-6,20210107,Jumbu ,07-01-21,Akola,Godhra,Pack ‘n’ Send,6.1,29.44,1.18,0.1,No,82,0
10.42.0.42-66.198.178.91-50306-80-6,20210107,Brahmi amla ,07-01-21,Amravati,Jamnagar,Parcel Logistics,3.5,29.76,1.39,0.1,No,99,0
172.217.3.98-10.42.0.211-443-37439-6,20210107,Pomegranate ,07-01-21,Aurangabad,Junagadh,Blue Grace Logistics,6.9,28.1,1.4,0.04,No,96,0
10.42.0.42-69.147.82.61-33348-443-6,20210107,N. 200 ml,07-01-21,Bhandara,Kandla,Brisk Shipping,6.9,27.98,1.68,0.07,No,77,0
220.243.235.201-10.42.0.211-80-53654-6,20210107,Amla,07-01-21,Bhusawal,Khambhat,Check Logistics,8.8,24.36,1.71,0.11,No,100,0
10.42.0.211-52.84.29.154-48939-443-6,20210107,Beans,07-01-21,Bid,Kheda,Circle Logistics,11.7,29.05,1.64,0.09,Yes,96,1
182.22.24.124-10.42.0.42-443-45914-6,20210107,Beans Nati,07-01-21,Buldhana,Mahesana,Clipper America Inc.,11,26.93,1.68,0.09,No,100,0
10.42.0.42-106.11.94.6-59611-443-6,20210107,Beans Ring,07-01-21,Chandrapur,Morbi,DeGroot Logistics,8.8,29.25,1.82,0.07,Yes,95,1
172.217.7.195-10.42.0.211-443-37889-6,20210107,Beans Fruit,07-01-21,Daulatabad,Nadiad,Blue Grace Logistics,9.6,31.81,1.57,0.09,No,80,0
172.217.6.195-10.42.0.42-443-40395-6,20210107,Beans cleaned,07-01-21,Dhule,Navsari,National Transportation Logistics,6,35.61,1.48,0.08,Yes,75,1
10.42.0.211-10.42.0.1-57006-53-17,20210107,Brinjal long,07-01-21,Jalgaon,Ambala,New Motion Shipper,3.2,28.77,1.54,0.08,No,83,0
10.42.0.42-14.17.42.57-42213-80-6,20210107,Brinjal (W),07-01-21,Kalyan,Bhiwani,King Courier,2.9,,NA,,Yes,84,1
10.42.0.211-10.42.0.1-65325-53-17,20210107,Brinjal (R),07-01-21,Karli,Chandigarh,Fresh Logistic,2.6,37.63,1.32,0.04,No,99,0
10.42.0.151-10.42.0.1-4306-53-17,20210107,Brinjal Bottle,07-01-21,Kolhapur,Faridabad,Go Movers,7.1,30.15,1.11,0.07,No,86,0
172.217.10.42-10.42.0.42-443-34072-6,20210107,Brinjal Mlore,07-01-21,Mahabaleshwar,Firozpur Jhirka,Horizon Moving & Logistics,3.3,38.55,0.76,0.05,Yes,100,1
10.42.0.151-10.42.0.1-27173-53-17,20210107,Beet Root,07-01-21,Malegaon,Gurugram,Hub Group Trucking,5,37.87,0.62,0.07,No,100,0
172.217.12.206-10.42.0.211-443-58346-6,20210107,Yam/S.Root,07-01-21,Kohima,Hansi,In Switch,4.3,34.81,0.78,0.07,Yes,100,1
172.217.3.99-10.42.0.211-443-60440-6,20210107,Bitter Gourd,07-01-21,Mon,Hisar,King Courier,12.2,39.56,0.66,0.06,No,83,0
10.42.0.211-10.42.0.1-34324-53-17,20210107,Mint Leaves,07-01-21,Phek,Jind,Lynden Transport,4.7,,NA,,No,85,0
10.42.0.151-10.42.0.1-7610-53-17,20210107,Menthya Greens,07-01-21,Wokha,Kaithal,Max Move,6.5,40.29,1.56,0.04,No,75,0
10.42.0.151-31.13.71.37-55241-443-6,20210107,Palak Greens,07-01-21,Zunheboto,Karnal,National Transportation Logistics,5.4,41.51,1.34,0.01,Yes,95,1
10.42.0.211-123.125.115.190-54987-80-6,20210107,Apple Delicious,07-01-21,Balangir,Kurukshetra,New Motion Shipper,5.1,42.2,0.81,0,Yes,100,1
192.229.163.180-10.42.0.211-443-47644-6,20210107,Apple Simla,07-01-21,Baleshwar,Panipat,King Courier,6.1,25.95,0.65,0.05,No,100,0
169.47.5.237-10.42.0.211-443-52809-6,20210107,Apple Economy,07-01-21,Baripada,Pehowa,Lynden Transport,5.9,41.37,0.74,0.02,Yes,100,1
10.42.0.1-10.42.0.42-53-25557-17,20210107,Apple Washington,07-01-21,Bhubaneshwar,Rewari,Max Move,11.3,47.86,0.97,0.03,No,100,0
10.42.0.211-123.125.29.220-56027-80-6,20210107,Apple Australia,07-01-21,Brahmapur,Bilaspur,National Transportation Logistics,12.2,27.91,0.43,0,No,100,0
10.42.0.211-10.42.0.1-40742-53-17,20210107,Apple Newzeland,07-01-21,Cuttack,Chamba,New Motion Shipper,10.4,20.67,0.92,0.01,No,100,0
10.42.0.211-10.42.0.1-42286-53-17,20210107,Apple Fuji chaina,07-01-21,Dhenkanal,Dalhousie,Omni Logistics,8.5,30.84,0.82,0.03,No,78,0
183.79.215.137-10.42.0.151-443-44163-6,20210107,Apple hazarath palli,07-01-21,Kendujhar,Dharmshala,Pack ‘n’ Send,3.6,27.49,0.84,0.03,Yes,80,1
203.205.158.62-10.42.0.42-80-41447-6,20210107,Apple Green smith,07-01-21,Konark,Hamirpur,Parcel Logistics,3.1,25.36,0.62,0.02,No,86,0
10.42.0.211-10.42.0.1-35248-53-17,20210107,Apple Golden delicious,07-01-21,Koraput,Kangra,Blue Grace Logistics,3.7,21.89,0.71,0.01,Yes,99,1
8.41.222.241-10.42.0.211-443-32885-6,20210107,Banana pachabale,07-01-21,Paradip,Kullu,Brisk Shipping,7.3,20.11,0.85,0.03,No,98,0
172.217.3.99-10.42.0.151-443-57120-6,20210107,Banana Yellaki,07-01-21,Phulabani,Mandi,Check Logistics,9.8,25.72,0.84,0.01,Yes,100,1
10.42.0.211-121.12.98.62-55469-80-6,20210107,Banana chandra,07-01-21,Puri,Nahan,Circle Logistics,8.8,21.47,0.75,0,No,100,0
173.222.142.156-10.42.0.211-443-42136-6,20210107,Banana Nendra,07-01-21,Sambalpur,Anantnag,Clipper America Inc.,4.6,14.92,0.72,0.01,Yes,100,1
183.79.248.252-10.42.0.151-443-41028-6,20210107,Banana karpura,07-01-21,Udayagiri,Baramula,Max Move,6.1,43.39,0.79,0.04,No,100,0
172.217.12.142-10.42.0.151-443-59873-6,20210107,Banana Rasabale,07-01-21,Amritsar,Doda,National Transportation Logistics,7.3,30.86,0.54,0.01,No,90,0
10.42.0.211-121.12.98.63-49693-80-6,20210107,Chicco(Sapota) rapined,07-01-21,Batala,Gulmarg,New Motion Shipper,3.3,27.48,0.84,0.04,No,99,0
10.42.0.151-10.42.0.1-10673-53-17,20210107,Custerd Apple,07-01-21,Chandigarh,Jammu,Omni Logistics,5,46.63,0.76,0.05,No,99,0
172.217.3.106-10.42.0.42-443-45865-6,20210107,Chicco(Sapota),07-01-21,Faridkot,Kathua,Pack ‘n’ Send,5.3,28.42,0.86,0.09,No,99,0
10.42.0.211-10.42.0.1-3399-53-17,20210107,Guava,07-01-21,Firozpur,Punch,Parcel Logistics,6.9,52.71,1.44,0.06,Yes,87,1
183.79.248.252-10.42.0.211-443-55923-6,20210108,Chocolates Drink box,08-01-21,Gurdaspur,Ahmadabad,Blue Grace Logistics,2.5,37.46,1.07,0.08,Yes,87,1
10.42.0.211-95.213.11.181-53353-80-6,20210108,Fanda,08-01-21,Hoshiarpur,Amreli,Brisk Shipping,2.6,57.33,0.81,0.04,No,94,0
172.217.12.206-10.42.0.42-80-49521-6,20210108,Jam 100 gm,08-01-21,Jalandhar,Bharuch,Check Logistics,3.6,76.78,1.02,0.06,No,91,0
10.42.0.211-58.63.236.212-49474-443-6,20210108,Jam 200 gm,08-01-21,Kapurthala,Bhavnagar,Circle Logistics,8.2,44.5,0.6,0.06,No,84,0
10.42.0.151-52.84.26.212-57849-443-6,20210108,Jam 1/2 kg,08-01-21,Ludhiana,Bhuj,Clipper America Inc.,7.6,36.92,0.88,0.06,Yes,83,1
10.42.0.151-31.13.71.7-38090-443-6,20210108,Jam 1 kg,08-01-21,Nabha,Dwarka,DeGroot Logistics,4.5,25.73,0.95,0,Yes,86,1
10.42.0.151-31.13.80.5-55245-443-6,20210108,Coconut oil 500 ml,08-01-21,Patiala,Gandhinagar,Blue Grace Logistics,3.3,21.11,1.09,0.02,Yes,92,1
172.217.6.206-10.42.0.42-443-38640-6,20210108,Stevia powder,08-01-21,Rupnagar,Godhra,Brisk Shipping,9,21.99,1.07,0.02,Yes,94,1
220.170.182.31-10.42.0.211-443-40786-6,20210108,Pepper,08-01-21,Sangrur,Jamnagar,Check Logistics,11.2,26.78,0.94,0,Yes,85,1
203.130.53.126-10.42.0.211-80-48808-6,20210108,Sungold oil 5 lt packet,08-01-21,Abu,Junagadh,Circle Logistics,5.9,,NA,,No,95,0
172.217.6.238-10.42.0.151-443-48608-6,20210108,Sun safal Tin 15 lt,08-01-21,Ajmer,Kandla,Clipper America Inc.,11.3,,NA,,Yes,78,1
172.217.3.106-10.42.0.211-443-58291-6,20210108,Tamarind Paste 450 gm,08-01-21,Alwar,Khambhat,DeGroot Logistics,6.5,,NA,,No,78,0
220.243.219.55-10.42.0.151-80-42896-6,20210108,Safal deep 500 ml,08-01-21,Amer,Kheda,Edge Logistics,4.7,,NA,,No,96,0
10.42.0.151-10.42.0.1-13769-53-17,20210108,Ground nut oil 5 lt,08-01-21,Barmer,Mahesana,Express Lane Transportation,5.8,44.59,1.21,0.09,No,90,0
10.42.0.211-52.0.244.7-44682-443-6,20210108,Sungold oil 5 lt,08-01-21,Beawar,Morbi,Flare Logistics Trucking Inc.,3.6,34.32,1.29,0.06,Yes,88,1
209.10.120.26-10.42.0.211-80-43389-6,20210108,Rice Bran 5 lt,08-01-21,Bharatpur,Nadiad,Forward Air,2.9,47.53,1.17,0.07,No,90,0
203.205.147.229-10.42.0.211-80-57523-6,20210108,Tamarind Paste 150 gm,08-01-21,Bhilwara,Navsari,Fresh Logistic,3,45.81,1.66,0.06,Yes,83,1
10.42.0.211-31.13.80.52-42524-443-6,20210108,Washington red apple,08-01-21,Bikaner,Ambala,Go Movers,2.6,41.17,1.18,0.08,No,93,0
10.42.0.211-120.55.89.238-34838-8977-6,20210108,Indian red globe,08-01-21,Bundi,Bhiwani,Horizon Moving & Logistics,4.6,39,1.35,0.07,Yes,95,1
10.42.0.211-121.12.98.64-51596-80-6,20210108,Apple Chilli,08-01-21,Chittaurgarh,Chandigarh,Hub Group Trucking,10.4,37.22,0.88,0.07,No,89,0
